timestamp,protocol,src_ip,dst_ip,src_port,dst_port,length
2025-04-24 15:09:37.235594,UDP,172.20.6.14,149.248.20.104,3074,44998,264
2025-04-24 15:09:37.246324,UDP,149.248.20.104,172.20.6.14,44998,3074,439
2025-04-24 15:09:37.248009,UDP,172.20.6.14,149.248.20.104,3074,44998,255
2025-04-24 15:09:37.262415,UDP,149.248.20.104,172.20.6.14,44998,3074,517
2025-04-24 15:09:37.266499,UDP,172.20.6.14,149.248.20.104,3074,44998,245
2025-04-24 15:09:37.278515,UDP,149.248.20.104,172.20.6.14,44998,3074,421
2025-04-24 15:09:37.285008,UDP,172.20.6.14,149.248.20.104,3074,44998,208
2025-04-24 15:09:37.294580,UDP,149.248.20.104,172.20.6.14,44998,3074,505
2025-04-24 15:09:37.303578,UDP,172.20.6.14,149.248.20.104,3074,44998,214
2025-04-24 15:09:37.311280,UDP,149.248.20.104,172.20.6.14,44998,3074,454
2025-04-24 15:09:37.322348,UDP,172.20.6.14,149.248.20.104,3074,44998,212
2025-04-24 15:09:37.326819,UDP,149.248.20.104,172.20.6.14,44998,3074,494
2025-04-24 15:09:37.340677,UDP,172.20.6.14,149.248.20.104,3074,44998,212
2025-04-24 15:09:37.342866,UDP,149.248.20.104,172.20.6.14,44998,3074,447
2025-04-24 15:09:37.358916,UDP,149.248.20.104,172.20.6.14,44998,3074,494
2025-04-24 15:09:37.359021,UDP,172.20.6.14,149.248.20.104,3074,44998,214
2025-04-24 15:09:37.374934,UDP,149.248.20.104,172.20.6.14,44998,3074,413
2025-04-24 15:09:37.377563,UDP,172.20.6.14,149.248.20.104,3074,44998,213
2025-04-24 15:09:37.390185,UDP,172.20.6.14,149.248.20.104,3074,44998,253
2025-04-24 15:09:37.391095,UDP,149.248.20.104,172.20.6.14,44998,3074,536
2025-04-24 15:09:37.407056,UDP,149.248.20.104,172.20.6.14,44998,3074,431
2025-04-24 15:09:37.408362,UDP,172.20.6.14,149.248.20.104,3074,44998,247
2025-04-24 15:09:37.423117,UDP,149.248.20.104,172.20.6.14,44998,3074,522
2025-04-24 15:09:37.426998,UDP,172.20.6.14,149.248.20.104,3074,44998,248
2025-04-24 15:09:37.438095,UDP,149.248.20.104,172.20.6.14,44998,3074,453
2025-04-24 15:09:37.445500,UDP,172.20.6.14,149.248.20.104,3074,44998,214
2025-04-24 15:09:37.454249,UDP,149.248.20.104,172.20.6.14,44998,3074,498
2025-04-24 15:09:37.464085,UDP,172.20.6.14,149.248.20.104,3074,44998,214
2025-04-24 15:09:37.470218,UDP,149.248.20.104,172.20.6.14,44998,3074,396
2025-04-24 15:09:37.482692,UDP,172.20.6.14,149.248.20.104,3074,44998,214
2025-04-24 15:09:37.486272,UDP,149.248.20.104,172.20.6.14,44998,3074,482
2025-04-24 15:09:37.501214,UDP,172.20.6.14,149.248.20.104,3074,44998,212
2025-04-24 15:09:37.502245,UDP,149.248.20.104,172.20.6.14,44998,3074,430
2025-04-24 15:09:37.519635,UDP,172.20.6.14,149.248.20.104,3074,44998,212
2025-04-24 15:09:37.520292,UDP,149.248.20.104,172.20.6.14,44998,3074,469
2025-04-24 15:09:37.534755,UDP,149.248.20.104,172.20.6.14,44998,3074,501
2025-04-24 15:09:37.538244,UDP,172.20.6.14,149.248.20.104,3074,44998,224
2025-04-24 15:09:37.550617,UDP,172.20.6.14,149.248.20.104,3074,44998,271
2025-04-24 15:09:37.550796,UDP,149.248.20.104,172.20.6.14,44998,3074,525
2025-04-24 15:09:37.562877,UDP,172.20.6.14,149.248.20.104,3074,44998,243
2025-04-24 15:09:37.566928,UDP,149.248.20.104,172.20.6.14,44998,3074,451
2025-04-24 15:09:37.568940,UDP,172.20.6.14,149.248.20.104,3074,44998,250
2025-04-24 15:09:37.575379,UDP,172.20.6.14,149.248.20.104,3074,44998,205
2025-04-24 15:09:37.581375,UDP,172.20.6.14,149.248.20.104,3074,44998,203
2025-04-24 15:09:37.584564,UDP,149.248.20.104,172.20.6.14,44998,3074,492
2025-04-24 15:09:37.587501,UDP,172.20.6.14,149.248.20.104,3074,44998,203
2025-04-24 15:09:37.599054,UDP,149.248.20.104,172.20.6.14,44998,3074,414
2025-04-24 15:09:37.605958,UDP,172.20.6.14,149.248.20.104,3074,44998,226
2025-04-24 15:09:37.615424,UDP,149.248.20.104,172.20.6.14,44998,3074,507
2025-04-24 15:09:37.618380,UDP,172.20.6.14,149.248.20.104,3074,44998,267
2025-04-24 15:09:37.630543,UDP,149.248.20.104,172.20.6.14,44998,3074,397
2025-04-24 15:09:37.636851,UDP,172.20.6.14,149.248.20.104,3074,44998,224
2025-04-24 15:09:37.646644,UDP,149.248.20.104,172.20.6.14,44998,3074,498
2025-04-24 15:09:37.649095,UDP,172.20.6.14,149.248.20.104,3074,44998,265
2025-04-24 15:09:37.661614,UDP,149.248.20.104,172.20.6.14,44998,3074,417
2025-04-24 15:09:37.667700,UDP,172.20.6.14,149.248.20.104,3074,44998,229
2025-04-24 15:09:37.677705,UDP,149.248.20.104,172.20.6.14,44998,3074,474
2025-04-24 15:09:37.686247,UDP,172.20.6.14,149.248.20.104,3074,44998,233
2025-04-24 15:09:37.693710,UDP,149.248.20.104,172.20.6.14,44998,3074,399
2025-04-24 15:09:37.698593,UDP,172.20.6.14,149.248.20.104,3074,44998,235
2025-04-24 15:09:37.709893,UDP,149.248.20.104,172.20.6.14,44998,3074,458
2025-04-24 15:09:37.717025,UDP,172.20.6.14,149.248.20.104,3074,44998,235
2025-04-24 15:09:37.723334,UDP,172.20.6.14,149.248.20.104,3074,44998,243
2025-04-24 15:09:37.726925,UDP,149.248.20.104,172.20.6.14,44998,3074,426
2025-04-24 15:09:37.729815,UDP,172.20.6.14,149.248.20.104,3074,44998,262
2025-04-24 15:09:37.735554,UDP,172.20.6.14,149.248.20.104,3074,44998,218
2025-04-24 15:09:37.741915,UDP,172.20.6.14,149.248.20.104,3074,44998,225
2025-04-24 15:09:37.741958,UDP,149.248.20.104,172.20.6.14,44998,3074,449
2025-04-24 15:09:37.748099,UDP,172.20.6.14,149.248.20.104,3074,44998,225
2025-04-24 15:09:37.754130,UDP,172.20.6.14,149.248.20.104,3074,44998,223
2025-04-24 15:09:37.758104,UDP,149.248.20.104,172.20.6.14,44998,3074,528
2025-04-24 15:09:37.760536,UDP,172.20.6.14,149.248.20.104,3074,44998,274
2025-04-24 15:09:37.774375,UDP,149.248.20.104,172.20.6.14,44998,3074,616
2025-04-24 15:09:37.778962,UDP,172.20.6.14,149.248.20.104,3074,44998,247
2025-04-24 15:09:37.785189,UDP,172.20.6.14,149.248.20.104,3074,44998,254
2025-04-24 15:09:37.791192,UDP,172.20.6.14,149.248.20.104,3074,44998,207
2025-04-24 15:09:37.791794,UDP,149.248.20.104,172.20.6.14,44998,3074,511
2025-04-24 15:09:37.797572,UDP,172.20.6.14,149.248.20.104,3074,44998,222
2025-04-24 15:09:37.803722,UDP,172.20.6.14,149.248.20.104,3074,44998,230
2025-04-24 15:09:37.806770,UDP,149.248.20.104,172.20.6.14,44998,3074,533
2025-04-24 15:09:37.809867,UDP,172.20.6.14,149.248.20.104,3074,44998,291
2025-04-24 15:09:37.815867,UDP,172.20.6.14,149.248.20.104,3074,44998,225
2025-04-24 15:09:37.822012,UDP,172.20.6.14,149.248.20.104,3074,44998,223
2025-04-24 15:09:37.822176,UDP,149.248.20.104,172.20.6.14,44998,3074,497
2025-04-24 15:09:37.828344,UDP,172.20.6.14,149.248.20.104,3074,44998,203
2025-04-24 15:09:37.838261,UDP,149.248.20.104,172.20.6.14,44998,3074,519
2025-04-24 15:09:37.840871,UDP,172.20.6.14,149.248.20.104,3074,44998,247
2025-04-24 15:09:37.854400,UDP,149.248.20.104,172.20.6.14,44998,3074,517
2025-04-24 15:09:37.859105,UDP,172.20.6.14,149.248.20.104,3074,44998,277
2025-04-24 15:09:37.870404,UDP,149.248.20.104,172.20.6.14,44998,3074,551
2025-04-24 15:09:37.877594,UDP,172.20.6.14,149.248.20.104,3074,44998,231
2025-04-24 15:09:37.883842,UDP,172.20.6.14,149.248.20.104,3074,44998,239
2025-04-24 15:09:37.886519,UDP,149.248.20.104,172.20.6.14,44998,3074,490
2025-04-24 15:09:37.890181,UDP,172.20.6.14,149.248.20.104,3074,44998,244
2025-04-24 15:09:37.895968,UDP,172.20.6.14,149.248.20.104,3074,44998,201
2025-04-24 15:09:37.902220,UDP,172.20.6.14,149.248.20.104,3074,44998,199
2025-04-24 15:09:37.902960,UDP,149.248.20.104,172.20.6.14,44998,3074,554
2025-04-24 15:09:37.908445,UDP,172.20.6.14,149.248.20.104,3074,44998,196
2025-04-24 15:09:37.918524,UDP,149.248.20.104,172.20.6.14,44998,3074,499
2025-04-24 15:09:37.920862,UDP,172.20.6.14,149.248.20.104,3074,44998,237
2025-04-24 15:09:37.934574,UDP,149.248.20.104,172.20.6.14,44998,3074,537
2025-04-24 15:09:37.939326,UDP,172.20.6.14,149.248.20.104,3074,44998,228
2025-04-24 15:09:37.945494,UDP,172.20.6.14,149.248.20.104,3074,44998,234
